bwt_proxy,gi_proxy,representation_drift_proxy,task_similarity_proxy,update_magnitude_proxy,ccce,q_target,q_control,label_violation
-0.907254565837604,-0.652189621578964,3.5648808194722,-0.6196909848244047,1.4288186405394299,3.1950231855881652,1.8306066698498804,-1.3644165157382848,0
-0.6947842966316506,0.26025751937213776,1.9156313155328237,-0.04412658182800078,1.5877509291097986,0.7831470936689613,-0.26101900236557674,-1.0441660960345385,1
0.22361549006409412,0.18054382187686852,2.301600057607626,0.37569900160023206,1.559164041477532,-2.0159760904501822,0.318084246741348,2.3340603371915307,0
2.0224811096464332,-0.8929576463545957,1.9569004343993044,-0.8615003896117183,0.9416188451569846,3.057014281976728,2.0244672861807,-1.032546995796028,0
0.432819972335358,-0.32447941153725846,2.833215480487943,-0.41839029043604226,0.34346072822988194,1.3138785868863783,0.6287993433457456,-0.6850792435406325,0
4.272617844399468,-0.03341900588604592,5.061017760120752,-0.009863267485539349,1.6497162270828711,4.7889963857778834,5.770576283111335,0.9815798973334526,1
1.644990001852268,0.9999999995442758,1.888729310279847,0.9999999995076678,1.1764162448682074,1.5413511885868159,1.7879524969598757,0.24660130837306016,0
0.32883046217447137,0.9999999992427956,2.648336709127917,0.9999999989997136,0.7799074305448427,-0.4022229661480351,0.1564854132283905,0.5587083793764256,0
-2.1620017900931368,0.9999999996702873,1.9879487404771272,0.9999999997346628,0.8442318133088142,-0.24392235263511186,-0.5785516170955134,-0.3346292644604012,1
0.43438341627306754,0.9999999994914858,1.4930554100627633,0.9999999996657718,0.7777390800752694,0.4309525397675549,1.8675929199856434,1.4366403802180887,1
-1.6478709522596773,0.9999999998897862,3.668862797006208,0.9999999999077362,2.3571805137964885,-1.3476232052912072,-3.256065272165423,-1.9084420668742157,0
0.2547141731588835,-0.9335050424307149,2.6832691340543158,-0.8039795627166141,1.282001956173512,3.8419252939056587,0.22845958121380144,-3.6134657126918572,1
-1.0599753612057161,0.38286437130032086,3.6682789931000483,0.2658665602173482,1.9348409799577915,-2.4134282516725682,-1.2778127387338658,1.1356155129387027,0
