experiment_id,stage,sequence_id,sequence,seed,final_t1_competence
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2190,1.0970545809885173
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2191,1.0954964000263074
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2192,1.0934168924671466
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2193,1.0971563799971853
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2194,1.0320870660128068
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2195,1.0262213029929292
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2196,1.0974420229621198
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2197,1.097649858022277
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2198,1.0981240868907758
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2199,1.0980719393376541
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2200,1.0981107605592986
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2201,1.0854080048200931
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2202,1.095751207083276
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2203,1.098035903815033
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2204,1.0978342941339618
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2205,1.0950176374508582
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2206,1.0975067135562486
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2207,1.0640705347344162
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2208,1.0820545320606967
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2209,1.094953200967758
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2210,1.0964182845028112
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2211,1.0959551416755426
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2212,1.0982395383495664
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2213,1.089675244803499
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2214,1.0949312517315162
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2215,1.0231238360189194
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2216,1.0980444561999416
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2217,1.0345765820447625
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2218,1.0970921760737016
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2219,1.0894618362367248
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2220,1.0940683315450708
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2221,1.097661976876476
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2222,1.0811448957120464
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2223,1.0978094553093678
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2224,1.0968593929513593
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2225,1.0974300076192407
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2226,1.097272237619845
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2227,1.09811467498927
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2228,1.0905324640033764
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2229,1.0980060353066503
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2230,1.0955913255594805
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2231,1.07778357771024
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2232,1.0977079673106047
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2233,1.0349282570479374
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2234,1.0969560559391311
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2235,1.0955462721478486
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2236,1.0980029465941954
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2237,1.0980797748013826
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2238,1.098132062315417
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2239,1.0982976030168954
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2240,1.0958581670119922
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2241,1.0336853947014617
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2242,1.0945877126641295
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2243,1.0982522611127072
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2244,1.0354629243927291
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2245,1.0973876252321797
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2246,1.0288327834489304
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2247,1.0980996980485809
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2248,1.0972484193962824
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq1_T1_first,T1->T2->T3,2249,1.0981542013037942
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq2_T1_second,T2->T1->T3,2000,1.0706194426538247
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq2_T1_second,T2->T1->T3,2001,1.0828093858156316
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq2_T1_second,T2->T1->T3,2002,1.0340073824922622
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq2_T1_second,T2->T1->T3,2003,1.0981584051635027
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq2_T1_second,T2->T1->T3,2004,1.0966451023022215
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq2_T1_second,T2->T1->T3,2005,1.0927359543978437
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq2_T1_second,T2->T1->T3,2006,1.097257232990123
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq2_T1_second,T2->T1->T3,2007,1.0966190879363154
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq2_T1_second,T2->T1->T3,2008,1.089622291497525
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq2_T1_second,T2->T1->T3,2009,1.0963533889465502
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq2_T1_second,T2->T1->T3,2010,1.0979834166173152
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq2_T1_second,T2->T1->T3,2011,1.095959664173984
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq2_T1_second,T2->T1->T3,2012,1.0914568892114709
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq2_T1_second,T2->T1->T3,2013,1.0271164281353484
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq2_T1_second,T2->T1->T3,2014,1.0770860839042273
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq2_T1_second,T2->T1->T3,2015,1.0784643781761694
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq2_T1_second,T2->T1->T3,2016,1.0933905780320345
D04_DIAGNOSTIC_ATTRIBUTION_INTERVENTIONAL,high_power,seq2_T1_second,T2->T1->T3,2017,1.0955616519606377
